tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt3361792,Tolkien,2019,"['Biography', 'Drama', 'Romance']","['nm0396558', 'nm0000538', 'nm0001394', 'nm10282617', 'nm10678351']",112,6.8,English,United Kingdom United States,51252,20.0,9.0,"Tolkien's novels were inspired by his mom's storytelling, falling in love with another orphan, Edith, forming a brotherhood with 3 other misfits at school, the trench war of WWI and later telling stories to his own kids."
tt0035446,To Be or Not to Be,1942,"['Comedy', 'Romance', 'War']","['nm0000912', 'nm0821041', 'nm0107795', 'nm0041172', 'nm0725897']",99,8.1,English,United States,49790,1.2,1.5,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
tt0090180,To Live and Die in L.A.,1985,"['Action', 'Crime', 'Drama']","['nm0676973', 'nm0000353', 'nm0659601', 'nm0001806', 'nm0001777']",116,7.3,English,United States,47935,6.0,17.3,A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.
tt1674784,Trespass,2011,"['Crime', 'Drama', 'Mystery']","['nm0000115', 'nm1544217', 'nm0578853', 'nm0005231', 'nm3380171']",91,5.3,English,United States,47548,38.7,10.1,"As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception."
tt1529572,Trust,2010,"['Crime', 'Drama', 'Mystery']","['nm0654110', 'nm0164809', 'nm0168850', 'nm3708232', 'nm0001187']",106,6.8,English,United States,46172,4.0,0.6,A teenage girl is targeted by an online sexual predator.
tt1103275,Two Lovers,2008,"['Drama', 'Romance']","['nm0001618', 'nm2126265', 'nm0907648', 'nm0382000', 'nm1129547']",110,7.0,English,United States,45827,,16.3,A Brooklyn-set romantic drama about a bachelor torn between the family friend his parents wish he would marry and his beautiful but volatile new neighbor.
tt0086491,Twilight Zone: The Movie,1983,"['Horror', 'Sci-Fi']","['nm0000101', 'nm0000101', 'nm0000101', 'nm0000983', 'nm0607558']",101,6.5,English French German Vietnamese,United States,44593,10.0,42.0,"Four horror and science fiction segments, directed by four famous directors, each of them being a new version of a classic story from Rod Serling's landmark television series."
tt0407265,Transamerica,2005,"['Adventure', 'Comedy', 'Drama']","['nm0954225', 'nm1388685', 'nm0650488', 'nm2097853', 'nm0096637']",103,7.3,English,United States,43299,1.0,15.2,"A transgender woman takes an unexpected journey when she learns that she had a son, now a teenage runaway hustling on the streets of New York."
tt1361336,Tom & Jerry,2021,"['Adventure', 'Animation', 'Comedy']","['nm0671567', 'nm1906042', 'nm12312521', 'nm12312522', 'nm6304865']",101,5.3,English,United States,43203,64.5,136.0,"A chaotic battle ensues between Jerry Mouse, who has taken refuge in the Royal Gate Hotel, and Tom Cat, who is hired to drive him away before the day of a big wedding arrives."
tt0454970,Turistas,2006,"['Horror', 'Mystery', 'Thriller']","['nm0241049', 'nm0004718', 'nm0114238', 'nm1688883', 'nm0526110']",93,5.4,English Portuguese,United States,42376,10.0,14.7,A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.
tt0139668,True Crime,1999,"['Crime', 'Drama', 'Mystery']","['nm0000142', 'nm0913460', 'nm0000249', 'nm0001459', 'nm0384060']",127,6.6,English,United States,41257,55.0,16.6,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?
tt0037382,To Have and Have Not,1944,"['Adventure', 'Comedy', 'Drama']","['nm0000007', 'nm0000974', 'nm0005994', 'nm0502766', 'nm0844346']",100,7.8,English,United States,41162,1.68,5.3,"During World War II, an American expatriate helps transport a French Resistance leader and his wife to Martinique while romancing a lounge singer."
tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,"['Comedy', 'Drama']","['nm0000648', 'nm0000664', 'nm0000491', 'nm0397124', 'nm0518715']",109,6.8,English,United States,41158,30.0,47.8,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town."
tt0379557,Touching the Void,2003,"['Adventure', 'Documentary', 'Drama']","['nm1035692', 'nm1056790', 'nm1586933']",106,7.9,English,United Kingdom United States,39867,2.0,13.8,The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.
tt0066473,Tora! Tora! Tora!,1970,"['Action', 'Drama', 'History']","['nm0000842', 'nm0945522', 'nm0001673', 'nm0001072', 'nm0586227']",144,7.5,English Japanese,United States Japan,39808,25.0,37.0,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness."
tt10676012,To All the Boys: Always and Forever,2021,"['Comedy', 'Drama', 'Romance']","['nm3170207', 'nm5224900', 'nm6805740', 'nm0179173']",116,6.3,English,United States,39557,,,Lara Jean's senior year of high school takes center stage when she returns from a family trip to Korea and considers her college plans--with and without Peter.
tt0105643,Troll 2,1990,"['Comedy', 'Fantasy', 'Horror']","['nm0827294', 'nm0362643', 'nm0650283', 'nm0942477', 'nm1003898']",95,3.0,English,Italy,36437,0.1,,"A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them."
tt1204340,Tyrannosaur,2011,['Drama'],"['nm0611932', 'nm0550371', 'nm4736095', 'nm5153144', 'nm3907190']",92,7.5,English,United Kingdom,35387,0.75,0.4,"Joseph, a man plagued by violence and a rage that is driving him to self-destruction, earns a chance of redemption that appears in the form of Hannah, a Christian charity shop worker."
tt0105629,Toys,1992,"['Adventure', 'Comedy', 'Drama']","['nm0000245', 'nm0002091', 'nm0005112', 'nm0640307', 'nm0539395']",118,5.1,English,United States,35228,50.0,23.3,"When Lieutenant General Leland Zevo (Sir Michael Gambon) inherits a toymaking company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever."
tt0065134,Two Mules for Sister Sara,1970,"['Adventure', 'Drama', 'Romance']","['nm0000142', 'nm0299578', 'nm0605494', 'nm0799108', 'nm0446514']",116,7.0,English,United States  Mexico,33907,2.5,4.8,"When a former Civil War soldier saves a nun from a gang of bandits, they team up to help the Mexicans in their war against the French."
tt2167266,Tracks,2013,"['Adventure', 'Biography', 'Drama']","['nm3485845', 'nm0230109', 'nm0090674', 'nm0281313', 'nm2900824']",112,7.1,English,Australia,33088,12.0,4.9,"A young woman goes on a 1,700-mile trek across the deserts of West Australia with four camels and her faithful dog."
tt6587640,Trolls World Tour,2020,"['Adventure', 'Animation', 'Comedy']","['nm0005493', 'nm0179479', 'nm3236733', 'nm7256002', 'nm0005377']",91,6.1,English,United States,32846,100.0,48.0,"When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls."
tt1456941,"Tomorrow, When the War Began",2010,"['Action', 'Adventure', 'Drama']","['nm2089884', 'nm2727714', 'nm3616779', 'nm2320247', 'nm0295506']",104,6.1,English,Australia,32766,27.0,16.5,"When their country is invaded and their families are taken, eight unlikely teenagers band together to fight."
tt0841044,Two Days in Paris,2007,"['Comedy', 'Drama', 'Romance']","['nm0004965', 'nm0117709', 'nm0217817', 'nm0423523', 'nm1595314']",96,6.7,English French,France Germany,32671,1.65,19.7,"Marion and Jack try to rekindle their relationship with a visit to Paris, home of Marion's parents -- and several of her ex-boyfriends."
tt0468565,Tsotsi,2005,"['Crime', 'Drama']","['nm1970113', 'nm1708171', 'nm1987447', 'nm1970380', 'nm1970636']",94,7.2,Setswana Zulu Sesotho Afrikaans English,South Africa United Kingdom,32345,3.0,11.5,Six days in the violent life of a young Johannesburg gang leader.
tt0061107,Torn Curtain,1966,"['Drama', 'Romance', 'Thriller']","['nm0000056', 'nm0271544', 'nm0232213', 'nm0452471', 'nm0833080']",128,6.6,English German,United States,31712,3.0,13.0,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to steal a formula before planning an escape back to the West.
tt3672742,Turbo Kid,2015,"['Action', 'Adventure', 'Comedy']","['nm1089325', 'nm0000461', 'nm1249752', 'nm0420279', 'nm0651451']",93,6.7,English,Canada  New Zealand,31162,,0.07,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord."
tt1595656,To the Wonder,2012,"['Drama', 'Romance']","['nm0000255', 'nm0000849', 'nm5174241', 'nm1889973', 'nm0068382']",112,5.8,English,United States,30911,20.0,315.0,"After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood."
tt8672856,Tu Jhoothi Main Makkaar,2023,"['Comedy', 'Romance']","['nm1633541', 'nm1633541', 'nm11811624', 'nm4449711', 'nm0438470']",150,6.0,Hindi,India,30516,0.0,0.0,"Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent, that believes love is a battle of wits."
tt0329691,Torque,2004,"['Action', 'Comedy', 'Crime']","['nm0376540', 'nm0001084', 'nm0007167', 'nm0066586', 'nm0176981']",84,4.2,English,United States,30512,40.0,46.5,A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.
tt5078204,Two Is a Family,2016,"['Comedy', 'Drama']","['nm1082477', 'nm1531116', 'nm0910180', 'nm2218926', 'nm0392984']",118,7.3,French,France,30233,17.5,32.8,A bachelor enjoys his sweet life on the French Riviera until a one-night stand tells him that he is Gloria's father and leaves her with him. He moves to London with Gloria. Mom turns up 8 years later.
tt1821700,To Strike,2013,"['Action', 'Crime', 'Drama']","['nm0787030', 'nm4273857', 'nm4272534', 'nm1803952', 'nm2850440']",130,7.4,"Cantonese: (I, II, III, First Strike, New, Supercop 2) Mandarin: (2013) English: (Supercop, First Strike, New)",Hong Kong,30104,,265.0,The efforts of the Pakistani security forces in their fight against terrorism and how the lives of security officials are affected. A retired security officer returns to save Pakistan from a major terrorist attack.
tt2784678,Top Five,2014,"['Comedy', 'Romance']","['nm0001674', 'nm0366389', 'nm1356578', 'nm0539082', 'nm2981082']",102,6.4,English,United States,28363,12.0,26.1,A comedian tries to make it as a serious actor when his reality television star fiancée talks him into broadcasting their wedding on her television show.
tt0103112,Toy Soldiers,1991,"['Action', 'Drama', 'Thriller']","['nm0000276', 'nm0000696', 'nm0176861', 'nm0228678', 'nm0000388']",111,6.6,English Spanish,United States,27503,14.0,15.1,A group of troublemaking boys decide to take a stand when terrorists seize control of their boarding school.
tt0280380,Trapped,2002,"['Action', 'Crime', 'Drama']","['nm0000102', 'nm0870204', 'nm0898546', 'nm0710292', 'nm0149942']",106,6.1,English,United States Germany,27095,30.0,13.4,The Jennings' fight for their daughters life after she is kidnapped by an experienced gang of thieves.
tt0283084,Tuck Everlasting,2002,"['Drama', 'Family', 'Fantasy']","['nm0005044', 'nm0000458', 'nm0000282', 'nm0001426', 'nm0001255']",90,6.6,English,United States,26865,15.0,19.3,A young woman meets and falls in love with a young man who is part of a family of immortals.
tt0253828,Tosun Pasha,1976,"['Comedy', 'History']","['nm0839017', 'nm0839017', 'nm0784038', 'nm0649405', 'nm0082663']",90,8.9,Turkish,Turkey,26349,,,"Two traditionally rival Turkish families, ""Seferoglu""s and ""Tellioglu""s are competing for the ""Green Valley"". The winner will be determined by Daver Bey, who has a beautiful young daughter, Leyla. Both families try to arrange a ma..."
tt5785170,Toilet: A Love Story,2017,"['Comedy', 'Drama', 'Romance']","['nm0474774', 'nm0451600', 'nm0788903', 'nm4450033', 'nm1106058']",155,7.2,Hindi,India,25943,0.0,0.0,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society."
tt1542768,True Memoirs of an International Assassin,2016,"['Action', 'Comedy', 'Crime']","['nm0416673', 'nm0416673', 'nm0167649', 'nm0173997', 'nm0397110']",98,5.9,English,United States,25869,,,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to non-fiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own sur..."
tt0203166,Together,2000,"['Comedy', 'Drama', 'Romance']","['nm0638824', 'nm0450269', 'nm0358390', 'nm0635262', 'nm0958243']",106,7.4,Swedish,Sweden Denmark Italy,25525,,14.6,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids."
tt0315297,Twisted,2004,"['Crime', 'Drama', 'Mystery']","['nm0000168', 'nm0000412', 'nm0000657', 'nm0005568', 'nm0671032']",97,5.3,English,United States,25311,50.0,41.0,"Jessica, whose father killed her mother and committed suicide, is a police officer. While investigating a murder, she finds herself in the center of her own investigation, when her former lovers start being murdered."
tt0491203,Tulip Fever,2017,"['Drama', 'History', 'Romance']","['nm2851530', 'nm1925239', 'nm0390903', 'nm1285162', 'nm0571727']",105,6.2,English,United States United Kingdom,24516,25.0,9.2,An artist falls for a young married woman while he's commissioned to paint her portrait during the Tulip mania of seventeenth century Amsterdam.
